siteid,lon,lat,AQI
2371A,114.3442,27.8036,142
1035A,114.3541,37.9097,119
1820A,114.358,36.087,222
1325A,114.3672,30.5719,173
2374A,114.3703,27.7914,143
1825A,114.3733,34.7975,304
2372A,114.3806,27.8014,149
1332A,114.3894,30.4822,212
2373A,114.3953,27.7842,142
2375A,114.4011,27.8072,150
1393A,114.4053,23.08,61
1364A,114.41,22.6342,50
1394A,114.4103,23.1142,57
1392A,114.4183,23.0528,68
1329A,114.4272,30.6103,198
1029A,114.4548,38.0513,134
1032A,114.4586111,38.00583333,118
1077A,114.4821,37.0967,123
1818A,114.483,36.061,219
1080A,114.4854,37.062,93
1363A,114.494,22.5422,38
1050A,114.4965,36.61981,127
1031A,114.5019,38.1398,133
1049A,114.5035,36.5776,144
1047A,114.5129,36.61763,138
1034A,114.5214,38.0524,125
1078A,114.5261,37.0533,111
1396A,114.5317,22.7422,74
1033A,114.5330556,38.01777778,124
1079A,114.5331,37.0964,117
1048A,114.5426,36.6164,147
2862A,114.5480556,38.03777778,112
1030A,114.6046,38.0398,133
2070A,114.6369,33.6406,325
2069A,114.6546,33.5979,301
2067A,114.6613,33.6128,350
2068A,114.6758,33.6347,285
1696A,114.6778,23.7569,54
1698A,114.6892,23.7233,45
1697A,114.6944,23.7586,54
2438A,114.8131,30.4133,176
3131A,114.8792,40.7903,92
1059A,114.8814,40.8115,127
2929A,114.8858,30.4519,149
2436A,114.8878,30.3944,142
2366A,114.8905,25.8471,160
2426A,114.8949,30.2043,139
1057A,114.8985,40.8367,116
2437A,114.8989,30.3714,178
2446A,114.9028,30.4742,158
1060A,114.9032,40.7688,139
1061A,114.904,40.8725,120
2356A,114.9119,27.8042,90
2354A,114.9289,27.8328,103
2355A,114.9314,27.8036,89
2365A,114.9322,25.8333,159
2363A,114.9367,25.8664,172
2364A,114.9461,25.8481,142
2368A,114.9739,27.11,105
2367A,114.9817,27.0658,123
2353A,114.9831,27.8344,93
2369A,114.99,27.1311,129
3021A,115.0061,35.76806,279
2370A,115.0075,27.0983,112
2427A,115.0264,30.2099,133
2392A,115.031,35.763,260
2352A,115.0586,27.7758,105
2423A,115.0625,30.2352,107
2394A,115.0628,35.7672,263
2424A,115.0767,30.2028,115
2395A,115.0772,35.767,249
1695A,115.3622,22.7925,63
1693A,115.3653,22.775,47
1694A,115.3706,22.7898,53
1718A,115.42277,35.248889,296
1055A,115.442,38.8756,104
1720A,115.455,35.27,299
1054A,115.4612,38.8416,127
1053A,115.4713,38.9108,112
1719A,115.474722,35.2375,289
1051A,115.493,38.8632,95
1056A,115.5214,38.8707,115
1052A,115.5223,38.8957,102
2410A,115.6386,34.407,338
1075A,115.6426,37.7379,93
2409A,115.6558,34.429,335
2411A,115.6578,34.402,351
2408A,115.6697,34.4286,348
1076A,115.6906,37.739,88
1074A,115.6951,37.7575,88
1296A,115.742,28.7994,64
2312A,115.7831,33.8561,361
2311A,115.8067,33.8399,325
1292A,115.813,28.7442,55
2301A,115.8275,32.8928,303
1294A,115.852,28.6869,57
2303A,115.8556,32.8603,305
1291A,115.8886,28.6839,66
1295A,115.892,28.6425,52
1290A,115.893,28.6844,74
3046A,115.9083,28.6064,72
1808A,115.9114,29.6039,89
1298A,115.931,28.6844,61
1804A,115.9581,29.7048,112
1293A,115.973,28.6969,54
1627A,115.9835,36.4796,133
1625A,115.9848,36.4372,132
1803A,115.9872,29.6816,123
1805A,115.988,29.7292,114
1810A,115.9936,29.5867,27
2878A,116.0072,36.4343,156
1806A,116.0174,29.6535,84
1807A,116.0628,29.6926,118
1809A,116.0726,29.7534,123
2203A,116.0781,43.9311,24
1691A,116.0797,24.2719,48
2202A,116.1042,43.9317,25
1692A,116.1248,24.2654,58
1690A,116.1278,24.3289,40
1002A,116.17,40.2865,108
2376A,116.2239,28.0797,82
1012A,116.225,39.9279,104
1010A,116.23,40.1952,114
3066A,116.2714,37.4372,106
1622A,116.3061,37.4664,113
1007A,116.315,39.9934,81
1624A,116.3189,37.4489,102
1709A,116.3242,23.5486,37
2377A,116.3553,27.9883,98
2379A,116.3574,28.0005,88
1710A,116.3594,23.5739,64
2378A,116.3598,27.9639,90
1006A,116.361,39.9425,123
1001A,116.366,39.8673,114
1708A,116.3697,23.5353,58
2380A,116.385,27.9647,99
1679A,116.4019,23.2536,40
1011A,116.407,40.0031,100
1711A,116.4094,23.5292,54
1003A,116.434,39.9522,97
1004A,116.434,39.8745,89
1005A,116.473,39.9716,93
2308A,116.478,31.7618,190
2309A,116.5068,31.7797,195
2307A,116.508,31.7371,144
1655A,116.5546,35.4039,265
2310A,116.5661,31.7712,169
1654A,116.5856,35.4144,276
1678A,116.6092,23.2539,57
3026A,116.6183,23.65889,78
1653A,116.6305,35.428,244
1705A,116.6339,23.6714,68
1009A,116.644,40.3937,78
1706A,116.6447,23.6706,78
1674A,116.6794,23.3667,65
1067A,116.6838,39.5178,68
2919A,116.7022,39.5453,67
2281A,116.7039,32.625,237
1008A,116.72,40.1438,93
1675A,116.7244,23.3633,51
1676A,116.7258,23.2775,32
1306A,116.734,36.5336,169
1070A,116.7464,39.5343,66
1677A,116.7519,23.4714,59
1068A,116.7729,39.5747,70
2284A,116.7844,33.9461,244
2282A,116.8008,33.975,230
2277A,116.8028,32.7639,239
2283A,116.8067,33.8997,291
2280A,116.8306,32.6319,200
2279A,116.8556,32.6028,230
1072A,116.8584,38.3254,122
1073A,116.8709,38.3228,96
1071A,116.8854,38.2991,91
1300A,116.93,36.67,145
1304A,116.943,36.6489,139
2357A,116.9622,28.095,77
2305A,116.9677,33.6284,245
2304A,116.9765,33.6481,265
1299A,116.988,36.6114,145
2306A,116.989,33.63063889,257
1302A,116.989,36.6872,117
2294A,116.9894,30.6145,97
2361A,116.9983,28.2169,89
2278A,117.0083,32.645,239
2338A,117.0151,25.0311,66
2335A,117.0181,25.1174,38
2336A,117.0216,25.1035,53
2360A,117.0222,28.2264,93
2337A,117.0256,25.0661,29
2359A,117.0281,28.2403,85
2292A,117.0331111,30.51197222,103
2874A,117.0411667,32.64600333,255
2293A,117.0486,30.5489,114
2291A,117.0549,30.5103,103
2358A,117.0564,28.2642,83
1303A,117.0684,36.6868,122
1657A,117.0881,36.1942,228
1658A,117.1081,36.1758,215
1301A,117.114,36.6739,120
1279A,117.124,31.8516,212
1656A,117.1436,36.1942,217
1015A,117.145,39.1654,62
2345A,117.1558,29.2647,64
1027A,117.157,38.9194,73
2860A,117.1589,39.0845,75
1273A,117.16,31.9051,182
1177A,117.167,34.2761,254
3006A,117.1694,34.1781,287
3005A,117.1814,34.29,250
1019A,117.1837,39.2133,60
1178A,117.192,34.2417,275
2922A,117.1941,39.1067,73
1270A,117.196,31.7848,189
2344A,117.1983,29.2786,87
1018A,117.202,39.0927,57
3020A,117.2099,39.16969,52
2343A,117.2111,29.2958,83
1017A,117.237,39.1082,68
1181A,117.244,34.2911,299
2346A,117.2461,29.2956,100
1274A,117.25,31.8572,196
1180A,117.256,34.2153,246
1272A,117.259,31.8706,189
1275A,117.266,31.9438,226
1278A,117.278,31.7386,213
1638A,117.2852,34.7837,221
1182A,117.2933,34.2778,330
1277A,117.302,31.7956,223
2275A,117.3065,32.8985,185
1271A,117.307,31.8766,208
1021A,117.307,39.0877,67
2272A,117.3086,32.935,170
2342A,117.3097,29.3864,62
1276A,117.336,31.8585,206
2274A,117.3536,32.9673,196
2271A,117.3575,32.9444,215
2859A,117.3747,38.9846,72
3051A,117.3916,39.1495,59
2270A,117.3961,32.939,222
2273A,117.4186,32.8913,179
1641A,117.4518,35.0992,153
1024A,117.457,38.8394,99
2314A,117.4697,30.6617,124
2916A,117.49,30.66,105
2315A,117.4974,30.6539,80
1962A,117.541,36.71,168
1961A,117.541,36.71,140
1637A,117.5564,34.864,153
1639A,117.5852,34.7745,138
2326A,117.6028,26.2378,55
2324A,117.6211,26.2625,52
2075A,117.6336,24.4674,49
2325A,117.6353,26.2708,50
2074A,117.6569,24.5157,65
1616A,117.6789,36.2289,233
3064A,117.6983,36.2211,236
1023A,117.707,39.0343,72
2920A,117.7116,24.506,70
3059A,117.7181,36.2092,242
2327A,117.7275,26.3108,52
1640A,117.732,34.5667,193
2288A,117.7442,30.8811,104
1026A,117.764,39.1587,64
2287A,117.7806,30.9414,120
2858A,117.7918,39.2474,63
2286A,117.8078,30.9222,124
2285A,117.8178,30.9414,112
1065A,117.8184,40.9733,39
2290A,117.8472,30.9697,145
1633A,117.8477,36.497,199
1636A,117.8512,36.8041,125
2289A,117.8561,30.9219,122
2384A,117.9033,28.4303,104
1066A,117.9384,41.0112,47
2383A,117.9511,28.4622,78
1063A,117.9525,40.9843,36
1634A,117.9544,36.6377,153
1064A,117.963,40.9359,37
1062A,117.9664,40.9161,44
2382A,117.973,28.4459,112
1630A,117.9776,37.393,87
1629A,118.0018,37.3617,89
2381A,118.0058,28.4569,71
1628A,118.0062,37.3803,103
1632A,118.0448,36.838,106
1631A,118.0482,36.8088,119
1288A,118.0636111,24.44583333,40
2842A,118.0936,24.5058,56
2331A,118.0966,26.6761,35
2297A,118.1371,30.2756,78
1037A,118.144,39.643,59
1287A,118.1513889,24.47666667,42
1286A,118.1569444,24.81805556,52
1036A,118.1662,39.6308,75
2332A,118.1694,26.6383,55
2334A,118.1756,26.6272,54
2333A,118.1819,26.6514,56
1040A,118.1838,39.65782,73
1038A,118.1853,39.6407,72
1041A,118.1997,39.6295,65
1039A,118.2185,39.6679,59
1620A,118.2764,34.9817,218
2996A,118.283,33.965,237
1220A,118.293,33.9528,266
1619A,118.2939,35.0622,223
2295A,118.3057,29.7128,65
1635A,118.3092,36.8198,138
2298A,118.3094,32.3153,207
2300A,118.3158,32.3061,209
1222A,118.3214,33.9506,241
2296A,118.3236,29.7207,68
2299A,118.3244,32.2786,207
1618A,118.3418,35.0573,218
1794A,118.3528,31.3508,204
1795A,118.37,31.4189,253
1796A,118.3708,31.3178,255
1797A,118.4022,31.3839,240
1621A,118.4023,35.0896,231
1801A,118.48,31.6928,213
1799A,118.4828,31.6411,227
1665A,118.5019,37.4658,93
1798A,118.5058,31.6861,222
1800A,118.5106,31.7506,225
1611A,118.5819,24.9117,68
1667A,118.5857,37.4442,94
1612A,118.5972,24.8978,51
1614A,118.6108,24.9617,49
1802A,118.6439,31.7133,170
1613A,118.6663,24.9424,52
1666A,118.6672,37.4314,102
3036A,118.696,37.43445,92
2318A,118.7175,30.9431,227
1158A,118.737,32.0092,278
2317A,118.7386,30.9742,229
1959A,118.746,36.881,148
1152A,118.749,32.0572,205
2316A,118.7581,30.9447,124
1154A,118.777,32.0144,198
1153A,118.778,32.0723,206
1960A,118.78,36.864,133
1156A,118.795,32.0775,216
1155A,118.803,32.0314,219
1151A,118.803,32.1083,216
1266A,118.855,28.9745,92
1265A,118.871,28.9664,88
1264A,118.871,28.9404,65
1746A,118.8789,42.2556,24
1159A,118.907,32.105,204
1744A,118.9233,42.2814,18
1745A,118.9572,42.2725,23
2323A,118.981,25.4792,55
1212A,118.989,33.6067,211
2320A,119.0018,25.4552,72
1211A,119.007,33.575,219
1214A,119.0122,33.627,219
2319A,119.0156,25.442,55
1225A,119.026,29.635,37
1210A,119.036,33.5981,219
2876A,119.0841,36.7339,145
2322A,119.1015,25.3214,38
2321A,119.1117,25.4556,44
1648A,119.12,36.7019,107
1213A,119.135,33.5039,207
1650A,119.1425,36.7008,142
1997A,119.146,31.955,250
3009A,119.1478,34.5911,115
2877A,119.1638,36.6525,159
1173A,119.176,34.5885,100
1998A,119.18,31.955,196
1652A,119.1939,36.7731,85
3058A,119.2654,42.0352,28
1284A,119.268,26.0797,48
1283A,119.299,26.1092,28
1282A,119.303,26.0392,49
1285A,119.315,26.0753,39
3000A,119.3581,34.6972,88
3008A,119.3608,34.7519,108
1186A,119.389,32.3761,165
1280A,119.389,26.0542,35
1185A,119.404,32.41,138
1205A,119.43,32.1319,206
2870A,119.4369444,32.18888889,195
2007A,119.438,31.317,118
2869A,119.458,32.41361,169
1184A,119.46,32.3878,178
1204A,119.491,32.215,99
2339A,119.5001,26.6946,35
1660A,119.5198,35.4234,206
2340A,119.5202,26.6607,38
1042A,119.5259,39.8283,45
1046A,119.5369,39.9419,58
2341A,119.5392,26.6611,30
1661A,119.54,35.3962,200
2005A,119.579,31.737,203
2004A,119.579,31.751,137
3048A,119.58,26.0931,40
3132A,119.5967,37.0308,55
1044A,119.6023,39.9567,58
1262A,119.647,29.077,88
2994A,119.6533,29.1128,82
1203A,119.68,32.1883,218
1263A,119.686,29.1029,93
2010A,119.7183,30.2366,105
3061A,119.7512,49.1577,18
2192A,119.7594,49.2261,16
1043A,119.7624,40.0181,53
2003A,119.794,31.371,129
2002A,119.818,31.354,118
2997A,119.8767,32.3292,172
1269A,119.879,28.4231,63
1209A,119.888,32.4639,221
3010A,119.8914,31.7897,175
1206A,119.9,32.4867,193
1201A,119.905,31.9108,183
1267A,119.914,28.4514,54
1207A,119.9219,32.4611,206
1268A,119.93,28.4586,53
1200A,119.935,31.7039,145
1977A,119.941,37.177,71
2013A,119.946,30.049,89
1971A,119.952,36.792,100
1978A,119.959,37.18,63
3002A,119.9736,31.8108,166
1972A,119.976,36.799,84
1196A,119.996,31.7586,149
1965A,120.005,35.878,226
1967A,120.008,36.283,231
1968A,120.014,36.253,210
1966A,120.039,35.872,220
2015A,120.04,29.334,68
3003A,120.0469,31.7694,183
1224A,120.063,30.2747,108
1250A,120.07,30.8244,110
2873A,120.0875,30.89556,124
1233A,120.088,30.1808,92
2014A,120.091,29.305,62
1215A,120.118,33.4022,149
1230A,120.12,30.3119,113
1227A,120.127,30.2456,83
1216A,120.156,33.3942,156
1229A,120.157,30.2897,129
3004A,120.1631,33.3681,145
2907A,120.1844,30.8596,118
1228A,120.19,30.2692,93
1314A,120.1964,36.3083,258
1223A,120.211,30.21,88
1218A,120.225,33.3947,95
2000A,120.237,31.909,198
1194A,120.245,31.5631,153
2016A,120.251,29.719,98
1999A,120.268,31.92,162
1188A,120.269,31.4867,122
1232A,120.27,30.1819,112
1195A,120.288,31.6842,144
1190A,120.294,31.56,142
1312A,120.2992,36.0543,138
1231A,120.301,30.4183,106
2001A,120.302,31.92,207
1309A,120.3471,36.0699,183
1226A,120.348,30.3058,137
1192A,120.354,31.5848,172
1193A,120.354,31.5475,163
1311A,120.3664,36.1032,238
1308A,120.3905,36.1851,235
2223A,120.3939,41.615,33
1976A,120.394,37.364,89
1975A,120.399,37.374,77
1315A,120.4001,36.2403,201
1310A,120.4134,36.0654,200
2222A,120.4247,41.5647,41
2220A,120.4439,41.5931,38
2221A,120.4486,41.5672,27
1313A,120.4587,36.0851,232
1964A,120.47,36.39,233
1970A,120.515,36.885,190
1993A,120.526,31.874,144
1969A,120.537,36.865,115
1165A,120.543,31.2994,180
1994A,120.55,31.882,175
1160A,120.561,31.2472,152
1162A,120.591,31.3019,163
1163A,120.596,31.3264,147
1246A,120.598,30.0911,123
1247A,120.605,29.9919,134
1963A,120.61,36.44,217
1164A,120.613,31.2703,115
1161A,120.628,31.2864,148
1242A,120.634,28.0089,45
1986A,120.635,31.17,123
1985A,120.636,31.155,120
1167A,120.641,31.3708,180
1987A,120.658,31.172,118
1307A,120.6659,36.2403,149
1166A,120.669,31.3097,140
1245A,120.671,28.0167,59
1243A,120.677,27.9939,73
1991A,120.721,31.671,102
1253A,120.726,30.7478,100
1992A,120.734,31.656,183
1252A,120.744,30.7946,119
1973A,120.747,37.825,50
1990A,120.758,31.67,81
1244A,120.76,27.9747,87
1974A,120.773,37.809,54
2921A,120.7789,30.0033,128
2872A,120.7844444,30.7525,125
1172A,120.81,32.0417,198
1608A,120.8392,40.7514,48
1609A,120.8478,40.715,33
1169A,120.86,32.0005,222
1610A,120.8631,40.7736,30
1170A,120.87,32.02,189
1607A,120.9092,40.7136,65
1168A,120.913,31.96,166
1171A,120.94,31.93,183
1988A,120.953,31.388,166
1146A,120.978,31.0935,117
1768A,121.045,40.8333,35
1767A,121.0986,41.0781,33
1995A,121.115,31.453,170
1770A,121.1178,41.1222,24
1771A,121.1303,41.1386,28
1996A,121.14,31.422,150
2009A,121.1518,31.89708,108
1769A,121.2008,41.1219,30
1642A,121.2514,37.5639,68
1115A,121.2588889,38.80805556,57
1646A,121.2611,37.4967,76
1255A,121.273,28.6459,55
1644A,121.3181,37.5436,73
1643A,121.3719,37.5433,67
1257A,121.377,28.5773,80
1141A,121.4,31.238,135
1144A,121.412,31.1654,129
1256A,121.419,28.6542,82
1147A,121.425,31.2261,148
1143A,121.467,31.3008,129
1142A,121.478,31.2036,134
1114A,121.5180556,38.85611111,74
1241A,121.524,29.8506,85
1983A,121.531,36.913,114
1149A,121.533,31.2284,130
1145A,121.536,31.2659,120
1984A,121.544,36.907,118
1237A,121.554,29.8906,144
1235A,121.56,29.8208,75
1111A,121.5638889,38.885,60
1110A,121.565,38.95111111,63
1150A,121.577,31.2071,120
1240A,121.586,29.8633,108
3057A,121.5992,37.4014,95
1109A,121.6119444,38.97388889,68
2871A,121.6147222,29.90166667,112
2207A,121.6178,41.9967,25
1113A,121.625,38.86388889,79
1239A,121.633,29.7736,64
1112A,121.6330556,38.91194444,78
2208A,121.6561,42.0186,31
2211A,121.6592,42.0486,24
2210A,121.6722,42.0228,26
1148A,121.703,31.1907,112
1236A,121.713,29.9572,190
1116A,121.7481,39.1311,66
1117A,121.7769,39.0511,61
1606A,121.835,41.1042,53
1234A,121.836,29.9108,97
2201A,121.9462,46.0756,30
1118A,121.9769,39.0631,65
2018A,121.989,39.625,87
2019A,122.011,39.617,78
1982A,122.019,37.187,132
1604A,122.0247,41.1556,52
1981A,122.038,37.197,113
2200A,122.0506,46.0703,36
1663A,122.0508,37.5325,208
1605A,122.0539,41.0903,47
3035A,122.0931,46.0707,45
1664A,122.1067,37.5072,207
1662A,122.1206,37.4294,200
1258A,122.122,30.0203,42
1599A,122.1658,40.6789,55
1260A,122.19,29.9944,38
1598A,122.215,40.6511,62
1596A,122.2414,40.6592,55
2191A,122.2532,43.6801,42
2189A,122.2603,43.6267,59
1597A,122.2703,40.7094,60
2190A,122.3039,43.6156,47
1259A,122.3094,29.9558,52
1980A,122.41,37.161,138
1979A,122.471,37.154,115
2235A,122.8444,45.6289,137
1752A,122.9481,41.0833,58
1751A,122.9642,41.0971,48
1749A,123.011,41.0931,53
1753A,123.0156,41.0831,52
1748A,123.044,41.1196,55
1750A,123.0485,41.1442,57
1754A,123.1289,41.0228,42
2215A,123.1417,41.2894,59
2213A,123.15,41.2553,57
2214A,123.1761,41.2736,53
2212A,123.2,41.1953,53
2897A,123.2444,41.7347,62
1108A,123.3783,41.9228,54
1106A,123.3997,41.7972,68
1104A,123.41,41.765,67
1103A,123.428,41.8472,62
1100A,123.439,41.7089,61
1105A,123.478,41.7775,66
1099A,123.535,41.7561,65
1102A,123.542,41.8336,79
1098A,123.6836,41.9339,59
1760A,123.7117,41.8417,76
2219A,123.7153,42.2217,69
1763A,123.7308,41.3047,54
1762A,123.7528,41.3369,69
1764A,123.7669,41.2864,89
1765A,123.7989,41.2692,89
1755A,123.81,41.8469,79
2216A,123.8139,42.3022,65
1766A,123.8142,41.3472,80
1761A,123.8436,41.3283,80
2218A,123.8489,42.2864,69
2217A,123.8831,42.2953,68
1758A,123.9,41.8594,70
1756A,123.9169,41.8828,74
1779A,123.9305,47.3636,218
1780A,123.9305,47.3386,183
1783A,123.945,47.2988,205
1781A,123.9483,47.3227,235
1757A,124.0383,41.8625,78
1759A,124.0878,41.8864,74
2268A,124.1186,50.4269,83
2269A,124.1303,50.4217,23
1600A,124.3303,40.0625,62
2224A,124.3419,43.1747,110
1603A,124.3678,40.1194,59
2225A,124.3711,43.1594,123
2226A,124.3897,43.1847,84
1602A,124.3933,40.1461,53
1601A,124.4256,40.1503,54
2233A,124.8292,45.0878,73
1789A,124.8354,46.0347,115
2234A,124.8528,45.1642,115
1793A,124.8648,46.6219,102
1791A,124.8847,46.3991,57
1790A,125.112,46.528,92
2227A,125.1358,42.8947,56
1792A,125.1386,46.5776,173
2228A,125.1567,42.8953,55
1128A,125.217,43.85,80
1127A,125.25,43.8167,114
1121A,125.2786,43.84,120
1120A,125.287,43.91,98
1119A,125.323,43.9167,90
1123A,125.325,43.8694,75
1122A,125.3649,43.8748,90
1126A,125.417,43.8667,87
1124A,125.454,43.7878,82
1125A,125.633,43.55,77
2229A,125.9361,41.7156,52
2230A,125.9486,41.7381,53
2231A,126.4047,41.9206,99
2232A,126.4078,41.9419,91
2868A,126.4738889,43.95305556,103
1774A,126.4978,43.8228,84
1129A,126.542,45.755,98
1776A,126.55,43.8256,125
1772A,126.555,43.8875,113
1130A,126.561,45.8167,85
1775A,126.5786,43.8947,104
1773A,126.5844,43.8358,114
1137A,126.593,45.7478,122
1139A,126.6106,45.9819,186
1138A,126.615,45.61,113
1140A,126.6206,45.6842,85
1134A,126.635,45.7667,105
1136A,126.646,45.7258,87
1778A,126.6772,43.7256,89
1135A,126.685,45.7319,94
1133A,126.689,45.7733,105
2267A,126.9636,46.6527,78
1131A,126.979,45.5422,84
2266A,126.9934,46.6384,63
2265A,127.4143,50.2538,78
2263A,127.4961,50.2486,109
2264A,127.5044,50.2391,59
2252A,128.8736,47.7222,52
2253A,128.9094,47.7317,77
2239A,129.3675,42.8775,56
2237A,129.4892,42.8939,55
2254A,129.4942,48.4658,29
2238A,129.5042,42.9061,72
1786A,129.5902,44.5952,97
1784A,129.61,44.561,75
1785A,129.6115,44.5782,82
1788A,129.6386,44.5462,58
1787A,129.6459,44.6104,85
2247A,130.1097,47.3382,51
2245A,130.261,47.2753,47
2244A,130.2659,47.3349,60
2255A,130.2719,46.8025,99
2246A,130.3172,47.3489,55
2257A,130.3258,46.7975,132
2258A,130.3648,46.8032,115
2259A,130.3794,46.7588,192
2256A,130.3961,46.8267,95
2261A,130.8625,45.8194,65
2243A,130.9298,45.2978,67
2262A,130.9467,45.8309,62
2240A,130.962,45.2924,63
2241A,130.9817,45.305,78
2260A,131.0032,45.7677,90
2242A,131.0103,45.2948,74
2250A,131.1516,46.6462,77
2251A,131.1572,46.5888,78
2248A,131.1638,46.6572,145
2249A,131.1651,46.619,63
